"","sentiment","sentiment_confidence","text","sentiment_numeric","hasEmoji","hasEmoticon","hasUrl","hasMention","hasHashtag"
"184","neutral",0.6907,"@JetBlue Is it June yet  😊",0,TRUE,FALSE,FALSE,TRUE,FALSE
"185","neutral",1,"@USAirways is there a phone number or email address to customer service ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"186","negative",0.6787,"@SouthwestAir thanks  I expected a wait  Just not that long  :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"187","negative",1,"@USAirways horrible customer service  flying from Miami to Philadelphia  sent to Charlotte  now can't get out of Charlotte ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"188","negative",1,"@SouthwestAir What's with the pricing cache  About to book a flight  refreshed the page   amp  the price jumped from $73 to $159  Ridiculous  😑",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"189","negative",1,"@SouthwestAir @dultch97 that's horse radish 😤🐴",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"190","negative",0.6381,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling  Don't worry  I'll keep trying :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"191","positive",1,"@united Thank you so much for your help with my birthday trip  Tickets are confirmed  :-) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"192","negative",1,"@united I am a frequent user  Congrats u only lost my bags once in 20 years  Problem  it was today and your staff were rude 😢 still no bag ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"193","negative",1,"@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again  You clearly don't care about your customers ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"194","positive",1,"@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck  😊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"195","positive",1,"@JetBlue Thanks  Her flight leaves at 2 but she's arriving to the airport early  Wedding is in VT in Sept  Grateful you fly to BTV  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"196","positive",0.3612,"@SouthwestAir Deborah helped me💁",1,TRUE,FALSE,FALSE,TRUE,FALSE
"197","negative",1,"@united flt 4567 no gate agent  no announcements  So unprofessional  Time to go back to @Delta",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"198","negative",1,"@AmericanAir Cancelled Flights flights arbitrarily on same itinerary  Weekend ruined for no good reason  No crew = missed Monday am mtg ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"199","positive",1,"@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋",1,TRUE,FALSE,FALSE,TRUE,TRUE
"200","positive",1,"@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying  dying rn #ripme",1,TRUE,FALSE,FALSE,TRUE,TRUE
"201","neutral",1,"@VirginAmerica plz help me win my bid upgrade for my flight 2 27 LAX gt SEA  🍷👍💺✈️",0,TRUE,FALSE,FALSE,TRUE,FALSE
"202","neutral",1,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir Can You Help #ourprincess in need of some help in #USA 🎀🇬🇧🎀🇺🇸🎀 ",0,TRUE,FALSE,TRUE,TRUE,TRUE
"203","negative",0.6847,"@USAirways #2066  Was on plane from PBI to CLT and knew about the frozen water  Also saw a plane to NYC take off at the gate next door ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"204","negative",1,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point  let alone be courteous or helpful 😳",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"205","positive",0.6634,"@SouthwestAir can i get tiks for #DestinationDragons omg id love to  Plz 😱❤️im dying",1,TRUE,FALSE,FALSE,TRUE,TRUE
"206","positive",0.6708,"@AmericanAir thanks 😩  idk if it still Late Flight but I hope I get it tonight 😭",1,TRUE,FALSE,FALSE,TRUE,FALSE
"207","negative",1,"@united sloppy stuff you don't see anymore   united has raised my expectations   this team was poor",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"208","negative",1,"@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation  Missed my first meeting #outraged😡😡",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"209","neutral",0.6576,"@AmericanAir Uhmmm we need @JColeNC down in Dallas Tx for his tour 😫😫😫",0,TRUE,FALSE,FALSE,TRUE,FALSE
"210","neutral",0.3819,"@JetBlue No not yet  I will notify them  I'm new at this  😊",0,TRUE,FALSE,FALSE,TRUE,FALSE
"211","positive",0.6691,"@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference  #livethelegend",1,FALSE,FALSE,FALSE,TRUE,TRUE
"212","positive",1,"@JetBlue Awesome thanks  Thanks for the quick response  You guys ROCK  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"213","positive",1,"@USAirways Many thanks for your reply  ",1,FALSE,FALSE,TRUE,TRUE,FALSE
"214","neutral",1,"@VirginAmerica Need to start flying to @KCIAirport   😊😀😃😄",0,TRUE,FALSE,FALSE,TRUE,FALSE
"215","negative",0.6667,"@SouthwestAir understand you can only do so much but often it seems like a quick request to the desk is all it takes no questions asked ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"216","negative",0.6598,"@JetBlue I put it my  to  and  from  airports  click update and it tells me to put in my  to  and  from  airports ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"217","neutral",1,"@SouthwestAir continues to prove to be the best airlines 💪",0,TRUE,FALSE,FALSE,TRUE,FALSE
"218","neutral",1,"@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol",0,FALSE,FALSE,FALSE,TRUE,FALSE
"219","negative",1,"@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"220","neutral",0.6606,"@JetBlue Customer of the year  ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"221","negative",1,"@USAirways Need to talk to a person about my bag  Waiting on hold for two hours  Bag s b delivered last night  Online says not found ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"222","negative",1,"@VirginAmerica I applied over 2 weeks ago  Haven't heard back and I'm flying this week #disappointed",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"223","negative",1,"@united that's the reply  Lol hoping that at least the new plane was maintained before the flight  😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"224","positive",1,"@USAirways Fabulous   thank you so much  Looking forward to taking to the skies with you  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"225","positive",1,"@united look at this beauty 😉 dc 10 united airlines 😉 ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"226","negative",1,"@jetblue well  we're on our way now  but more than half my tv channels are just static  😔",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"227","negative",1,"@JetBlue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"228","positive",1,"@JetBlue Btw  thanks for responding quickly ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"229","positive",0.6617,"@united they are all  pilots  FA and ground personnel doing a great job  Weather is to blame  Who do I talk to about that :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"230","neutral",1," @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"231","negative",0.3475,"@united Your ERI ORD express connections are hugely popular   now if only we could have an ERI EWR hop  :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"232","positive",1,"@JetBlue Done  Also looks like you opened some up on my flight to Vegas on Sunday  💙",1,TRUE,FALSE,FALSE,TRUE,FALSE
"233","negative",1,"@USAirways the American Eagle plane you're using for CLT to RDU is disgusting  You should be ashamed  #disgusting #ew ",-1,FALSE,FALSE,TRUE,TRUE,TRUE
"234","neutral",0.6771,"@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight  Plz put us on standby for 4 people on the next flight ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"235","neutral",0.6731," @VirginAmerica I heard he has a virgin mobile hotspot ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"236","negative",0.6546,"@AmericanAir I'm trying to make a reservation with a  lt  2 year old lap child  Don't see any option online  How do I proceed with reservation ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"237","neutral",1,"@USAirways How can I change without penalty and not have to call customer service",0,FALSE,FALSE,FALSE,TRUE,FALSE
"238","negative",1,"Nice try @AmericanAir I heard your crew whisper  she's still at the hotel  she probably doesn't think she has to work until tomorrow ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"239","negative",1,"@united your ground crew was inept and left a truck sitting on the Tarmac  Didn't have a gate agent once we got a gate ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"240","negative",1,"@united My guess flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important  #frustrated",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"241","negative",1,"@united my cats flight was delayed 1+hour she will be arriving to Hawaii after 5  amp  I won't be able to pick her up until tomorrow 😭",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"242","neutral",1,"@AmericanAir Hi  I have KOA LAX PHL ORD booked as a 1 way savr awrd  If I called to chnge it to KOA LAX PHX ORD would I have to pay any fees",0,FALSE,FALSE,FALSE,TRUE,FALSE
"243","negative",1,"@AmericanAir my flight to San Angelo via Dallas from Orlando Cancelled Flighted help  On hold and disconnect",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"244","negative",1,"@USAirways you're really fudgin up with all these delays 😡 #justwantmybed",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"245","neutral",0.6187,"@USAirways US 728  Refuel  we've sat for so long  Pilot announces where the truck is   Look  over there to the left  Actual announcement ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"246","negative",1,"@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian and that's the main reason I fly jetblue 😔😓😤",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"247","negative",1,"@AmericanAir sitting in a 2 hour long at least phone queue  Hoping I get things rebooked in time or at least some plastic wings  #tears",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"248","positive",0.6364,"@united Your staff  both on deck and in the cabin on UA768 SFO  gt  BOS were exceptional today  Please tell them well done :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"249","negative",1,"@SouthwestAir Since when did it become ok for a passenger to save 3 rows of seats for people with a Late Flightr boarding position how rude ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"250","negative",1,"@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"251","negative",0.683,"@united trying to reach him for the number  At last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"252","neutral",0.6444,"@united I've got a campus visit in an hour and I'm still wearing the same clothes ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"253","positive",0.6893,"@united thanks for updating me about the 1+ hour delay the exact second I got to ATL  🙅🙅🙅",1,TRUE,FALSE,FALSE,TRUE,FALSE
"254","neutral",1," @JetBlue  @KyleComer  JetBlue reLate Flightd this time  ;)   no  But why won't school be Cancelled Flighted  it's very cold out",0,FALSE,TRUE,FALSE,TRUE,FALSE
"255","negative",0.6753,"@AmericanAir I know your policy  Just asking for a little kindness due to extenuating circumstances ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"256","neutral",1,"@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn",0,FALSE,FALSE,FALSE,TRUE,FALSE
"257","neutral",1,"@JetBlue is flt 1202 delayed ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"258","neutral",1,"@AmericanAir I know  Just a little cold weather humor  :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"259","positive",0.6633,"@SouthwestAir just got mine now where to go ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"260","negative",1,"@USAirways on hold for 30 minutes  amp  counting to Cancelled Flight reservation booked within 24 hours   can I do it here  conf code  F6DK04   XZMSCW",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"261","negative",1,"Hey @AmericanAir why automated call me and then hang up at 4 45 am  And why can't I reschedule Cancelled Flighted flights via web  Come on ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"262","negative",1,"@USAirways i did and i'm not stupid  i've done web development for 19 yrs  the issue  now confirmed by your support  is YOUR website ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"263","negative",1,"@JetBlue what gives  Delayed over 2 hours at MCO to JFK  Every time ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"264","positive",0.6883,"@AmericanAir btw you guys should consider making a lounge at Austin Intl  airport  Very popuLate Flightd area  Will help the company for sure👌",1,TRUE,FALSE,FALSE,TRUE,FALSE
"265","negative",1,"@AmericanAir I don't like making a scene but this hasn't been addressed properly  Please have them do that ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"266","negative",1,"@united you guys are gay",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"267","negative",1,"@USAirways but you guys switched me and didn't inform me of the chathes",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"268","neutral",1,"@JetBlue Airways Now Covered by Bank of America  JBLU    Dakota Financial News ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"269","positive",1,"@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-) ",1,FALSE,TRUE,FALSE,TRUE,TRUE
"270","positive",0.6889,"@united Club in Denver is dope 👌",1,TRUE,FALSE,FALSE,TRUE,FALSE
"271","positive",1,"@SouthwestAir I ❤️ you  The only airline that understands us military families and our unpredictable changes  Pound it 👊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"272","positive",0.6383,"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time  but I need a Cancelled Flightlation this time  🙏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"273","negative",1,"@AmericanAir maybe you should stop tweeting and start calling  Or make it available for people to wait on hold instead of hanging up on us ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"274","neutral",1,"@JetBlue CEO weighs profits  flyers   @ChronicleHerald  registration  ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"275","positive",0.6822,"@SouthwestAir yeah haha  Never been in one  It's expensive 😂😂 and we will  So much fun  #destinationdragons",1,TRUE,FALSE,FALSE,TRUE,TRUE
"276","negative",1,"@united Cancelled Flightled my direct flight Newark Brussels last night  now 7 hours behind schedule  In EU compensation would be a given  but in US ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"277","neutral",1,"@USAirways will shall see in the next couple of minutes ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"278","negative",1,"@SouthwestAir too bad I'm getting this memo   Your reservation contains modifications that prevent you from changing it online  #FUSTURATED",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"279","positive",1,"@AmericanAir Thank you  You will see me :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"280","neutral",0.6525,"😩😩😩  @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"281","neutral",1,"@united how much does it cost to check in an additional bag  Traveling from newark to glasgow  Thank you :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"282","neutral",0.7012,"@JetBlue hope so  looks nice and warm in San Juan 🌴",0,TRUE,FALSE,FALSE,TRUE,FALSE
"283","positive",0.7142,"@united went to Customer Service kiosk and they were able to help out  Still thanks for following up ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"284","negative",0.6778,"@VirginAmerica mood lighting on point🙌 Reclining my seat  kickin up my feet💤",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"285","positive",1,"@JetBlue THANK YOU  I am your new big fan :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"286","neutral",0.66,"@JetBlue Thanks  Which day of the week is the direct  The flights I saw went thru JFK ☀️",0,FALSE,FALSE,FALSE,TRUE,FALSE
"287","positive",1,"@SouthwestAir is my favorite airline  I can't wait to book my flight to New Orleans for my trip in April  :)  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"288","negative",1,"@united note  they are traveling w 2yr old  Unreal",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"289","negative",1,"@SouthwestAir waited 34 mins for baggage MDW gt MEM and the in flight service was suspended so no drink 😕",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"290","negative",1,"@united I shouldn't have to spend my own $$$ on a hotel because of a weather delay  The weather being something COMPLETELY OUT OF MY CONTROL",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"291","negative",1,"@USAirways would have been nice to be offered in flight credit  Especially since I'm staring at empty overhead room ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"292","negative",1,"@USAirways 5 hour cross country morning flight and you have no food  #BadService",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"293","positive",1,"@JetBlue thank you guys  You are the best  🙌✈️",1,TRUE,FALSE,FALSE,TRUE,FALSE
"294","positive",0.6593,"@AmericanAir my return flight is scheduled on Wednesday  AA138 I believe  Thanks for the help ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"295","neutral",1,"@JetBlue Hi there  any rough idea of when January 2016 flights will be made available ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"296","positive",0.7065,"@JetBlue   looking forward to it when we finally take off ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"297","neutral",1,"@united UA1469  Just landed ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"298","neutral",0.6742," @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"299","neutral",1,"@united welcome to our world  that's a snow world today  @GooseBayAirport Goose Bay  Labrador  Canada  ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"300","negative",1,"@AmericanAir delayed for two hours at ORD gt CDG the one time I need to be there to catch a train  😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"301","positive",1,"@JetBlue yes  Announced we will take off  You're on it  Thank you ",1,FALSE,FALSE,FALSE,TRUE,FALSE
